Date,Words,Prevalence,Count,MainTopic,TopTopic
10/5/2016,"start, sounds, next, complete, ready, touch",0.038840458,5740,start,enroll
9/12/2016,"start, guess, next, plan",0.027616125,5295,start,enroll
9/9/2016,"start, next, ahead, finish, ready",0.035029084,4317,start,enroll
9/13/2016,"start, next, couple, ahead",0.036445115,5752,start,enroll
8/26/2016,"start, next, end, weeks, early",0.02750145,3045,start,enroll
8/29/2016,"start, next, months, ready, sell",0.018296275,3435,start,enroll
9/10/2016,"start, next, ready, pay, load, books",0.018691517,240,start,enroll
9/14/2016,"start, questions, process, decide",0.012740243,2943,start,enroll
10/1/2016,"start, questions, school, move, answer, change",0.033577849,230,start,enroll
9/8/2016,"start, sounds, awesome, next, excited",0.030319341,4603,start,enroll
8/31/2016,"start, sounds, next, bit, ahead",0.035341563,4244,start,enroll
9/3/2016,"start, classes, quarter, program, social",0.027094079,86,start,enroll
9/29/2016,"start, program, work, professor, passion, capstone, practicum",0.004138322,234,start,enroll
8/26/2016,"start, school, classes, quarter, zone, baby, fit, qualify",0.002559909,11,start,enroll
8/27/2016,"start, financial, aid, classes, new",0.029689387,158,start,enroll
9/20/2016,"start, process, wife, bit, language, exception, product",0.007974349,694,start,enroll
9/1/2016,"start, next, awesome, orientation, weekend, holiday, checkin",0.03280684,3386,start,enroll
10/4/2016,"start, award, email, program, adjust, clue, word",0.002640661,75,start,enroll
9/2/2016,"biggest, start, focus, school, girl, challenge",0.005877222,194,start,enroll
9/3/2016,"start, next, new, buy, computer",0.030772208,132,start,enroll
9/3/2016,"start, classes, finish, payment, awesome",0.027055142,107,start,enroll
9/7/2016,"start, orientation, admissions, access, afternoon",0.05628899,4070,start,enroll
9/6/2016,"start, process, forward, admissions, review, touch",0.046979732,4506,start,enroll
10/5/2016,"start, bunch, back, helpful, treat, impact, solid",0.003036345,98,start,enroll
9/14/2016,"start, back, pay, wait, balance, drop, sign",0.028413121,3301,start,enroll
9/16/2016,"start, next, questions, work, orientation, weekend",0.046044257,4561,start,enroll
9/19/2016,"start, questions, next, couple, orientation, review, touch, awesome",0.052589409,5764,start,enroll
9/21/2016,"start, problem, ready, move, hoping",0.021759591,3849,start,enroll
9/24/2016,"start, ahead, orientation, basically",0.016495595,124,start,enroll
9/27/2016,"start, move, new, apply, new_york",0.01427711,2643,start,enroll
9/26/2016,"start, next, basically, months",0.015336256,3445,start,enroll
9/29/2016,"start, next, orientation, wait, weekend",0.029647901,4271,start,enroll
9/28/2016,"start, process, application, next, steps",0.024637854,3911,start,enroll
9/28/2016,"expensive, start, education, big, referral, ashford, funds",0.002829177,169,start,enroll
9/30/2016,"start, scholarship, ready, offer, benefits",0.015326941,2597,start,enroll
10/8/2016,"start, school, work, new, hoping, issue, point",0.024823039,106,start,enroll
10/15/2016,"start, guess, work, kids, minutes, awesome",0.0351705,119,start,enroll
10/17/2016,"start, sounds, work, next, awesome, ahead",0.031340117,2516,start,enroll
9/2/2016,"information, technology, program, security, network, data",0.006720142,208,information,information
9/12/2016,"information, contact, security, current",0.015134653,4004,information,information
9/26/2016,"information, quick, contact, ahead, touch",0.019738342,5180,information,information
8/29/2016,"information, scholarship, direct, find, ths, texas",0.011850818,2183,information,information
9/28/2016,"information, email, send, contact, gmail, range",0.025869264,4433,information,information
9/6/2016,"information, letter, issue, website, drop, dot",0.020049191,3081,information,information
10/3/2016,"information, hear, contact, direct, race",0.019324856,5582,information,information
9/10/2016,"information, stuff, plan, email, college, mess",0.018582079,199,information,information
10/10/2016,"information, questions, interested, connect, follow",0.048084088,5969,information,information
9/30/2016,"information, follow, directly, contact, free",0.019506032,4090,information,information
10/12/2016,"information, email, transfer, line, eventually, operator",0.035590571,5012,information,information
8/29/2016,"questions, answer, couple, contact, deadlines",0.017872465,3588,questions,information
9/1/2016,"questions, answer, understand, concerns",0.017753203,3348,questions,information
9/8/2016,"questions, couple, answer, chance",0.019254536,4190,questions,information
9/10/2016,"questions, enrollment, answer, information, pop",0.022917382,402,questions,information
9/2/2016,"questions, information, answer, receive",0.029423405,3236,questions,information
10/4/2016,"questions, enrollment, connect, moment, counselor",0.03516234,5349,questions,information
9/3/2016,"questions, find, half, change",0.026181671,143,questions,information
9/9/2016,"questions, capella, follow, connect",0.032906977,3977,questions,information
9/22/2016,"questions, information, hear, answer",0.036079968,5525,questions,information
9/21/2016,"questions, program, information, connect, follow, answer",0.047712058,5082,questions,information
9/9/2016,"questions, school, specialization, texas, corporate, river, battery",0.002130346,54,questions,information
9/30/2016,"questions, work, finish, find, size, couple",0.00580646,133,questions,information
9/24/2016,"questions, point, life, end",0.010603609,105,questions,information
9/29/2016,"questions, answer, asked, idea, true",0.01573927,4177,questions,information
10/5/2016,"questions, answer, information, benefits",0.015710296,4173,questions,information
9/26/2016,"questions, bit, ready, answer, middle",0.016455231,4632,questions,information
10/14/2016,"questions, information, services, answer, social",0.033230418,4387,questions,information
9/30/2016,"questions, services, answer, miss, cap",0.0197348,4280,questions,information
10/3/2016,"questions, voicemail, middle, asked",0.013384045,4091,questions,information
9/28/2016,"questions, awesome, quick, couple, reference, resume",0.019409303,3552,questions,information
10/13/2016,"questions, capella, answer, follow, convenience",0.028958527,4388,questions,information
10/15/2016,"questions, discussion, post, assignments, respond",0.032119611,108,questions,information
10/17/2016,"questions, hear, answer, follow, chance",0.027663239,2621,questions,information
9/23/2016,"open, issue, close, new, figure, wrong",0.019389417,3572,issue,issue
10/6/2016,"issue, morning, case, technical, tech",0.013221325,3167,issue,issue
9/28/2016,"issues, financial, application, email, christmas, experiencing, waiver",0.002841758,90,issues,issue
9/27/2016,"frustrating, issues, program, stuff, lead, control, app",0.004052469,194,issues,issue
9/16/2016,"issues, turn, enter, wait, apologize, remove",0.013536563,1617,issues,issue
8/29/2016,"problem, case, wrong, pop",0.014089404,2792,problem,issue
8/31/2016,"problem, change, morning, computer, clock, international, screen",0.021891087,3052,problem,issue
9/1/2016,"problem, quick, file, pull, verify",0.021215926,3151,problem,issue
9/8/2016,"problem, won, worry, issue, fair",0.013137651,2859,problem,issue
9/22/2016,"problem, won, worry, list, withdraw",0.010984984,2682,problem,issue
9/9/2016,"problem, care, support, technically, tech",0.014156658,2677,problem,issue
9/13/2016,"problem, hold, morning, minutes, apologize",0.024081389,4910,problem,issue
9/17/2016,"problem, hear, glad, best, game",0.020877464,335,problem,issue
9/23/2016,"problem, questions, mind, better, depaul",0.007021143,1053,problem,issue
9/26/2016,"problem, morning, office, better, hoping, central, clock",0.023802707,4879,problem,issue
10/13/2016,"problem, office, morning, better, evening",0.025722484,4231,problem,issue
9/30/2016,"problem, minutes, ahead, ago, clock",0.018951089,4413,problem,issue
10/3/2016,"problem, team, list, wrong, apologize",0.011143827,3342,problem,issue
10/5/2016,"problem, issue, hear, run, tech, internet",0.01573615,3523,problem,issue
10/6/2016,"problem, ahead, care, touch",0.021150627,5089,problem,issue
10/14/2016,"problem, care, minutes, understand, product",0.024378994,4253,problem,issue
10/15/2016,"problem, work, open, include, related",0.016732731,84,problem,issue
9/1/2016,"interested, figure, sort, money, looked",0.015769208,2078,interested,probe
9/3/2016,"interested, line, capella, full, balance",0.024607748,175,interested,probe
9/12/2016,"interested, bachelor, degree, pursuing, kaplan",0.034054055,4004,interested,probe
10/17/2016,"stuff, work, kids, home, husband, mom, enjoy",0.01568774,816,stuff,probe
8/29/2016,"stuff, remember, ago, open, nervous",0.01755622,2057,stuff,probe
9/27/2016,"stuff, classes, online, college, married, hospital, medical, phoenix",0.005340184,293,stuff,probe
8/30/2016,"stuff, wait, finish, miss, tonight, lady",0.023549276,2832,stuff,probe
9/1/2016,"stuff, wait, left, ago, tax, sign",0.01711079,2209,stuff,probe
9/12/2016,"stuff, home, guess, house, husband, daughter, parents",0.025588457,3093,stuff,probe
10/14/2016,"stuff, home, kids, crazy, mom, sister, house",0.010251215,866,stuff,probe
9/26/2016,"stuff, home, kids, friends, mom, daughter",0.023225818,2850,stuff,probe
9/23/2016,"stuff, hours, kids, bit, dad, mom, drive, dog",0.017039921,1375,stuff,probe
9/2/2016,"stuff, live, home, money, husband, mom, daughter",0.02571888,1689,stuff,probe
9/22/2016,"stuff, watch, crazy, kids, golf, water",0.01752764,1690,stuff,probe
9/7/2016,"stuff, work, friends, kids, mom, husband, crazy",0.047448687,3571,stuff,probe
9/8/2016,"stuff, part, figure, basically, looked",0.020204911,3128,stuff,probe
9/9/2016,"stuff, minutes, house, pretty, act",0.017477378,2287,stuff,probe
10/7/2016,"stuff, home, friends, bad, mom, birthday, sister",0.027359565,2964,stuff,probe
10/12/2016,"stuff, home, morning, hours, clock",0.03202692,3764,stuff,probe
9/15/2016,"stuff, wait, drop, computer, withdraw, husband",0.020166621,2705,stuff,probe
10/1/2016,"stuff, classes, program, courses, paced",0.021104564,122,stuff,probe
9/19/2016,"stuff, computer, money, read, new_york, sit",0.019162831,3078,stuff,probe
9/28/2016,"stuff, writing, questions, read, tutor, assessment",0.011896557,1829,stuff,probe
9/29/2016,"stuff, pretty, reading, remember, tonight",0.019483274,3353,stuff,probe
10/3/2016,"stuff, start, basically, semester, honestly, realize",0.016003123,2740,stuff,probe
10/4/2016,"stuff, finish, college, part, phoenix",0.012677261,2421,stuff,probe
10/5/2016,"stuff, figure, wrong, forget, boy",0.019467391,3267,stuff,probe
10/6/2016,"stuff, funny, middle, hurricane",0.013261485,2225,stuff,probe
10/10/2016,"stuff, bad, weekend, power, crazy, stress, accommodation",0.022244957,2785,stuff,probe
10/13/2016,"stuff, pick, house, sick, christmas, lunch, fire",0.017439229,1402,stuff,probe
8/26/2016,"leave, forward, back, automatically, cancel",0.041925412,1912,leave,voicemail
10/1/2016,"leave, forward, receive, services, room",0.045350121,159,leave,voicemail
9/3/2016,"leave, accept, email, return",0.023351839,143,leave,voicemail
9/1/2016,"leave, afternoon, miss, return, modify, convenient",0.028534389,1857,leave,voicemail
8/27/2016,"leave, full, finish, soon, box",0.028334775,137,leave,voicemail
8/29/2016,"leave, left, office, modify, interpreter",0.020304932,1376,leave,voicemail
10/14/2016,"leave, mailbox, soon, press, tone",0.076060082,2940,leave,voicemail
10/11/2016,"leave, moment, tone, accept, unavailable",0.051532335,3706,leave,voicemail
10/12/2016,"leave, record, soon, press",0.066012244,3611,leave,voicemail
10/13/2016,"leave, return, miss, pound",0.03642955,2317,leave,voicemail
8/31/2016,"leave, return, soon, tone, dial",0.033205172,1627,leave,voicemail
10/10/2016,"leave, return, system, giving, followup",0.035681522,3216,leave,voicemail
10/15/2016,"leave, soon, moment, miss, details",0.042316461,127,leave,voicemail
8/30/2016,"leave, soon, return, system, google",0.028130956,2495,leave,voicemail
9/13/2016,"leave, back, soon, inquiry, earliest, convenience",0.064118921,4009,leave,voicemail
9/14/2016,"leave, back, soon, record, press, tone",0.068497477,3643,leave,voicemail
9/21/2016,"leave, back, soon, return, unable",0.055946102,3477,leave,voicemail
9/20/2016,"leave, press, soon, record, tone, hang",0.072929546,3951,leave,voicemail
9/22/2016,"leave, voice, voicemail, mailbox",0.075556412,3032,leave,voicemail
9/28/2016,"leave, soon, press, tone, unavailable",0.056659807,3117,leave,voicemail
9/17/2016,"leave, back, soon, miss",0.092793882,397,leave,voicemail
9/8/2016,"leave, hang, press, record",0.028255651,1956,leave,voicemail
9/10/2016,"leave, press, tone, record",0.064690919,445,leave,voicemail
9/16/2016,"leave, soon, return, unable",0.043091191,2739,leave,voicemail
9/9/2016,"leave, voice, hang, return",0.038230484,2074,leave,voicemail
9/15/2016,"leave, voice, mailbox, system, notification",0.065414611,2423,leave,voicemail
9/24/2016,"leave, forward, miss, management",0.06640717,244,leave,voicemail
9/30/2016,"leave, moment, unavailable, modify, notification",0.041513193,2851,leave,voicemail
9/23/2016,"leave, press, record, tone",0.059689793,2953,leave,voicemail
10/4/2016,"leave, return, hang, moment, dial",0.042810162,3293,leave,voicemail
10/5/2016,"leave, return, miss, accept, modify, unable",0.041325979,2955,leave,voicemail
10/3/2016,"leave, return, miss, tone, earliest",0.039533875,3306,leave,voicemail
10/6/2016,"leave, voicemail, soon, box, tone",0.060434805,3218,leave,voicemail
10/8/2016,"leave, reach, morning, record",0.047722874,249,leave,voicemail
10/17/2016,"leave, reach, voice, record, mailbox",0.099026717,2003,leave,voicemail
9/12/2016,"behavior, education, certificate, masters, aba, certified, analysis",0.006180546,415,behavior,degrees
9/8/2016,"behavior, family, masters, addiction, therapy, marriage",0.006339173,418,behavior,degrees
9/22/2016,"behavior, aba, certificate, work, certified, credential",0.003171117,117,behavior,degrees
9/28/2016,"behavior, certificate, apply, masters, aba, certified, analysis",0.006386537,376,behavior,degrees
10/11/2016,"behavior, classes, work, program, aba, analysis, board",0.004234162,145,behavior,degrees
10/4/2016,"behavior, quote, student, aba, certified",0.004183298,228,behavior,degrees
10/17/2016,"house, behavior, study, live, lifetime, certified",0.006840816,250,behavior,degrees
8/30/2016,"criminal, justice, bachelor, work, forensic, career",0.00702744,199,criminal,degrees
9/30/2016,"criminal, justice, work, program, north, forensics",0.004943989,147,criminal,degrees
9/15/2016,"hoping, criminal, justice, electives, emergency",0.006452078,297,criminal,degrees
9/28/2016,"criminal, justice, campus, work, blue",0.003600119,183,criminal,degrees
10/13/2016,"criminal, justice, concentration, psychology, forensics",0.004231473,156,criminal,degrees
8/29/2016,"management, administration, healthcare, leadership",0.009228234,686,management,degrees
10/4/2016,"management, project, degree, security, technology",0.008656938,570,management,degrees
9/7/2016,"management, project, work, job, analytics, company",0.013064384,818,management,degrees
8/30/2016,"management, project, work, program, operations, leadership",0.006211677,200,management,degrees
10/15/2016,"management, focus, start, school, certificate, resources",0.008269831,19,management,degrees
10/6/2016,"management, healthcare, program, administration, leadership",0.015757441,2018,management,degrees
10/7/2016,"management, program, healthcare, business, leadership, administration",0.019337059,1703,management,degrees
8/30/2016,"mess, management, project, basically, model, format",0.003009659,87,management,degrees
9/13/2016,"management, business, healthcare, administration, project",0.016440863,1769,management,degrees
9/14/2016,"management, business, healthcare, courses, marketing",0.014201409,971,management,degrees
9/26/2016,"management, healthcare, administration, leadership",0.009930668,1060,management,degrees
9/29/2016,"management, business, degree, administration, healthcare, mba",0.018792942,2870,management,degrees
10/13/2016,"management, business, healthcare, administration",0.01895659,1941,management,degrees
9/9/2016,"management, business, healthcare, administration, project",0.015253541,1149,management,degrees
9/8/2016,"management, degree, leadership, specialization, project",0.010582428,910,management,degrees
9/10/2016,"management, degree, cut, start, assessment, experience",0.006949899,50,management,degrees
9/17/2016,"management, level, reason, classes, data",0.009748408,56,management,degrees
10/3/2016,"management, project, approved, international, arrangements",0.007047541,663,management,degrees
10/5/2016,"management, emergency, work, start, mix, safety, undergrad",0.001976938,60,management,degrees
8/29/2016,"research, dissertation, area, phd, topic",0.005947625,401,research,degrees
9/22/2016,"research, dissertation, residency, work, emergency",0.005784991,318,research,degrees
9/13/2016,"research, program, doctor, dissertation, mentor, capstone",0.005998188,354,research,degrees
9/12/2016,"research, writing, terms, doctor, accommodation, perspective, dissertation",0.005293389,404,research,degrees
10/1/2016,"doctoral, research, conversation, program, schedule",0.014308652,46,research,degrees
9/8/2016,"security, information, accredited, technology, network, virtual",0.005250531,238,security,degrees
9/9/2016,"security, information, program, commission, network, technology",0.005827009,260,security,degrees
9/15/2016,"security, information, technology, center, network, engineering",0.008869317,533,security,degrees
10/12/2016,"security, work, program, network, insurance, technology",0.00731766,348,security,degrees
8/27/2016,"security, focus, friends, information, cover",0.011181699,30,security,degrees
8/31/2016,"security, program, certificate, degree, network, tool, technology",0.005865218,176,security,degrees
8/29/2016,"security, technology, program, development, digital, senior",0.004526058,164,security,degrees
9/29/2016,"security, criminal, justice, technology",0.007797808,484,security,degrees
9/20/2016,"security, information, degree, basically, technology, network, cyber",0.006010826,316,security,degrees
9/19/2016,"security, program, certificate, work, network, technology, analytics",0.007543604,367,security,degrees
9/30/2016,"security, accredited, program, school, engineering, network, technology",0.005405453,209,security,degrees
10/17/2016,"security, justice, criminal, offer, homeland",0.005539801,107,security,degrees
8/27/2016,"state, miss, degree, required, received",0.012907646,78,state,degrees
9/1/2016,"state, program, license, requirements, licensure, internship",0.010354584,692,state,degrees
10/11/2016,"state, requirements, license, program, addiction, texas",0.010745299,1149,state,degrees
10/13/2016,"state, accounting, requirements, evaluation, exam",0.01039758,896,state,degrees
9/26/2016,"complete, note, loans, fast, promissory, entrance, agreement",0.009470307,800,complete,enroll
8/27/2016,"plan, complete, orientation, registered, road",0.025716489,104,complete,enroll
8/29/2016,"complete, courses, requirements, additional, network",0.011418088,1661,complete,enroll
9/29/2016,"complete, flex, weeks, assessment, flex_path, pace, traditional",0.01032935,668,complete,enroll
8/31/2016,"complete, assessment, reading, writing, box",0.014332929,1731,complete,enroll
9/7/2016,"reading, complete, writing, unit, assessment",0.026224646,3085,complete,enroll
9/3/2016,"updated, complete, writing, confirmation, assessment",0.02171208,59,complete,enroll
9/9/2016,"involved, complete, away, work, squared, court, goodness",0.006181228,237,complete,enroll
9/10/2016,"ahead, complete, bsn, application, steps",0.013715027,205,complete,enroll
9/23/2016,"complete, assessment, writing, read",0.01113006,1592,complete,enroll
9/12/2016,"submit, complete, assessment, writing, statement, inventory",0.016503362,2192,complete,enroll
9/21/2016,"complete, steps, next, fast, idea",0.011697296,2231,complete,enroll
10/8/2016,"complete, application, admissions, back, personal",0.028670622,231,complete,enroll
10/13/2016,"complete, submit, log, application, agreement, letter",0.014965961,1803,complete,enroll
10/10/2016,"complete, orientation, click, assessment, button",0.015796646,2465,complete,enroll
8/30/2016,"next, awesome, start, recommend, letter",0.023368115,3199,next,enroll
9/27/2016,"next, complete, orientation, soon, ahead, wait",0.035929759,4342,next,enroll
9/2/2016,"next, weekend, orientation, start, update, holiday",0.041451585,2786,next,enroll
9/15/2016,"next, check, plan, questions, double, update",0.031629239,4111,next,enroll
9/22/2016,"next, minutes, office, weekend",0.014802398,3307,next,enroll
10/10/2016,"next, academic, assist, hold, advisor, advising",0.018033643,3962,next,enroll
10/13/2016,"next, check, awesome, touch, orientation, checkin",0.032291176,4194,next,enroll
10/14/2016,"next, sounds, check, weekend, touch",0.04882329,4746,next,enroll
9/30/2016,"next, weekend, change, start, touch",0.028759083,4529,next,enroll
10/5/2016,"next, assistance, continue, stay, prefer, representative",0.010502451,1641,next,enroll
8/26/2016,"loan, quarter, student, cost, tuition, out_of_pocket",0.013771625,775,loan,financial aid
10/4/2016,"loan, student, payment, federal, balance",0.008838731,1056,loan,financial aid
8/31/2016,"case, questions, decision, worry, looked, safe",0.010295086,1028,case,issue
9/28/2016,"case, process, application, file, exception, withdraw, multiple",0.007052076,330,case,issue
9/15/2016,"case, work, review, wait, escalation, written, guarantee",0.00881886,724,case,issue
9/22/2016,"issue, case, bad, fix, lost, app, ticket",0.013094669,1620,case,issue
9/29/2016,"office, case, drop, advising, advisor",0.019185149,3895,case,issue
9/30/2016,"move, case, stuff, new, appeal, switch",0.014249928,2093,case,issue
10/3/2016,"case, process, issue, away, assuming",0.015674569,3732,case,issue
10/5/2016,"case, weird, point, meeting, escalation, app",0.014911917,2415,case,issue
10/17/2016,"case, box, understand, read, lady, content",0.018836021,1767,case,issue
9/9/2016,"log, click, complete, application, password, user",0.024803107,2182,log,online
8/30/2016,"log, click, password, issue, reset",0.025945139,2412,log,online
10/7/2016,"log, click, link, orientation, enter, password",0.019840692,2341,log,online
9/14/2016,"log, click, password, change, user",0.02140241,2267,log,online
10/12/2016,"log, complete, orientation, click, access",0.02583517,2893,log,online
8/26/2016,"log, hold, issue, password, reset, screen, tech",0.019821766,1520,log,online
9/1/2016,"log, password, click, support, reset, user",0.019897556,1478,log,online
9/2/2016,"log, password, computer, support, user",0.017334975,1253,log,online
8/27/2016,"log, assessment, application, questions, writing, click",0.021319169,74,log,online
9/23/2016,"log, application, complete, submit, blue, section, disclosure",0.012948214,1117,log,online
9/21/2016,"log, click, application, capella, basis, tori",0.020910968,2189,log,online
10/8/2016,"log, password, user, computer",0.040090463,147,log,online
8/27/2016,"forward, moving, sounds, option, apologize, understand",0.010593675,59,forward,voicemail
8/30/2016,"forward, move, system, work, stack",0.006555891,1008,forward,voicemail
9/7/2016,"forward, system, mail, voice, mailbox",0.025403696,2405,forward,voicemail
8/31/2016,"forward, system, voice, pace",0.022485027,1647,forward,voicemail
10/14/2016,"forward, automatic, automated, clock",0.025707139,2362,forward,voicemail
10/5/2016,"forward, move, automatically, automated",0.017961855,2541,forward,voicemail
10/6/2016,"forward, move, automatically, statement",0.020619809,2977,forward,voicemail
10/4/2016,"forward, move, end, direct",0.008211663,2063,forward,voicemail
10/13/2016,"forward, move, system, automatic, automated",0.024272661,2511,forward,voicemail
9/23/2016,"forward, move, system, process, clarification",0.017726193,2777,forward,voicemail
10/3/2016,"forward, voice, system, full, dress",0.032271819,3279,forward,voicemail
9/14/2016,"forward, move, end, system, automatically",0.021955386,3681,forward,voicemail
9/12/2016,"forward, system, automatically, move, automated",0.019054993,2737,forward,voicemail
10/11/2016,"forward, voice, automatic, system, automated",0.041110022,3477,forward,voicemail
9/26/2016,"forward, accept, full, mailbox",0.020872165,2424,forward,voicemail
9/30/2016,"forward, app, continue, respond, delete",0.01237579,1856,forward,voicemail
9/19/2016,"forward, automatically, mailbox, system",0.020076832,2240,forward,voicemail
9/20/2016,"forward, system, web, limit",0.015304556,2817,forward,voicemail
9/16/2016,"forward, voice, automatic, mailbox",0.048410109,2631,forward,voicemail
9/27/2016,"forward, accept, admissions, review, automatically",0.031553126,3376,forward,voicemail
10/17/2016,"forward, touch, move, automatically, automated",0.028206823,1874,forward,voicemail
9/10/2016,"forwarded, system, mail, free",0.048497566,392,forwarded,voicemail
9/17/2016,"forwarded, automatic, easier, back, expect, mail, home",0.030894722,270,forwarded,voicemail
9/29/2016,"record, hang, press, password, user",0.020122766,3400,record,voicemail
9/22/2016,"record, learners, press, code, hang, rent",0.02041074,3112,record,voicemail
9/26/2016,"record, press, hang, option, pound",0.017920794,2714,record,voicemail
8/29/2016,"record, press, learners, code, receipt",0.014730226,1754,record,voicemail
10/4/2016,"record, press, learning, learner, extension, reset",0.01295866,1784,record,voicemail
9/12/2016,"record, hang, press, finish, apologize",0.013736835,2680,record,voicemail
10/5/2016,"record, reason, team, conference, quality, proactive",0.006144709,372,record,voicemail
10/14/2016,"set, academic, voicemail, schedule, appointment",0.014533273,2413,set,voicemail
9/1/2016,"set, basically, box, open, access",0.008406551,1064,set,voicemail
9/21/2016,"set, best, voicemail, mind, written",0.010493743,1786,set,voicemail
9/10/2016,"set, box, computer, move, break",0.016763068,246,set,voicemail
10/15/2016,"set, box, log, couple, based",0.012573382,85,set,voicemail
10/3/2016,"set, important, half, instructions, future",0.005015412,446,set,voicemail
8/26/2016,"set, plan, understand, break, coach, blue",0.011403775,1593,set,voicemail
9/2/2016,"set, rest, voicemail, successful",0.007161175,656,set,voicemail
8/30/2016,"set, voicemail, excuse, plan, cat",0.008984106,1061,set,voicemail
8/31/2016,"set, voicemail, sign, appointment",0.008780873,1274,set,voicemail
10/4/2016,"set, voicemail, tech, appointment, legal",0.011101362,2389,set,voicemail
9/9/2016,"set, voicemail, worry, grab, doable",0.007571739,852,set,voicemail
9/19/2016,"set, wonderful, box, voicemail",0.017563919,2762,set,voicemail
9/6/2016,"set, plan, next, couple, box, worry",0.025312782,4178,set,voicemail
9/8/2016,"set, type, open, box, chat",0.013928552,2756,set,voicemail
9/28/2016,"set, box, ready, matter, eastern",0.009833036,1007,set,voicemail
9/26/2016,"set, box, voicemail, appointment, movie, machine",0.018217398,2182,set,voicemail
9/30/2016,"set, plan, payment, voicemail",0.014213251,2691,set,voicemail
9/29/2016,"set, plenty, space, breakdown, snow",0.004836091,368,set,voicemail
9/27/2016,"set, voicemail, solution, pri, buzz",0.008453311,590,set,voicemail
9/13/2016,"set, meet, main, questions, deadlines",0.007896092,1216,set,voicemail
9/14/2016,"set, academic, plan, coach, voicemail",0.013107471,2478,set,voicemail
9/15/2016,"set, reach, box, voicemail, pen",0.01444604,1950,set,voicemail
9/17/2016,"reached, set, remember, university, agree, happy",0.063409509,416,set,voicemail
9/23/2016,"set, plan, office, payment, voicemail",0.017071518,3220,set,voicemail
9/26/2016,"set, sort, sense, comfortable, sales",0.004627793,548,set,voicemail
10/17/2016,"set, bit, point, sense, frame",0.008087682,567,set,voicemail
9/10/2016,"automatic, voice, system, tone, bad, personal, apologize",0.019851761,251,voice,voicemail
9/28/2016,"voice, automatic, system, mail, automated",0.02592991,2099,voice,voicemail
9/30/2016,"voice, system, automatically, mail, automated",0.023624995,2138,voice,voicemail
9/13/2016,"voice, automatic, mailbox, automated",0.033117595,2207,voice,voicemail
9/10/2016,"voice, mailbox, full, switch",0.060756286,368,voice,voicemail
9/12/2016,"voice, box, voicemail, set, appointment",0.033118654,3034,voice,voicemail
9/23/2016,"voice, mailbox, automatic, full, verizon",0.030795369,1847,voice,voicemail
9/17/2016,"voice, play, option, finish, expect",0.027681427,227,voice,voicemail
9/27/2016,"voice, return, full, mailbox, disconnected",0.032801548,2263,voice,voicemail
9/24/2016,"voice, system, program, send, pursuing",0.020522128,146,voice,voicemail
9/26/2016,"voice, part, reference, kaplan, referral, bird",0.012825899,1897,voice,voicemail
9/29/2016,"voice, full, accept, mail, belonging",0.021436855,1763,voice,voicemail
10/14/2016,"voice, system, full, mail, belonging",0.022509219,1951,voice,voicemail
10/5/2016,"voice, press, mailbox, record, recognized",0.031702836,2091,voice,voicemail
